"Pred","Truth","Type","Convergence","sim","EM","OM"
2.62500563423554,8.54024728018619,"Tier 3 HCR Catch","Converged",19,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.5,0.5,"Female Sex Ratio","Converged",20,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.5,0.5,"Male Sex Ratio","Converged",20,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
133.614211618668,104.383281743258,"Bmsy","Converged",20,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.139714939482083,0.147594980706798,"Fmsy","Converged",20,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
13.9266054327501,17.28778,"R0","Converged",20,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.0945141154651543,0.108,"M_F","Converged",20,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.0945141154651543,0.108,"M_M","Converged",20,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
16.56417539404,35.9283302837076,"Tier 3 HCR Catch","Converged",20,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.5,0.5,"Female Sex Ratio","Converged",21,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.5,0.5,"Male Sex Ratio","Converged",21,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
146.652598079577,104.383281743258,"Bmsy","Converged",21,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.13758632728909,0.147594980706798,"Fmsy","Converged",21,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
11.9287901012552,17.28778,"R0","Converged",21,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.0872063180632978,0.108,"M_F","Converged",21,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.0872063180632978,0.108,"M_M","Converged",21,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
10.0008187637458,15.5591990738281,"Tier 3 HCR Catch","Converged",21,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.5,0.5,"Female Sex Ratio","Converged",22,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.5,0.5,"Male Sex Ratio","Converged",22,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
94.9185502980489,104.383281743258,"Bmsy","Converged",22,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
0.151236460060517,0.147594980706798,"Fmsy","Converged",22,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
19.907678493544,17.28778,"R0","Converged",22,"Sex (MAgg, PropAcr, CatSex)","Growth_M (0,0)"
